concept	lang	token	priority	head_lemma	parts
Water_Buffalo#species	en	Indian wild buffalo	2	buffalo NOUN	indian ADJ amod> buffalo NOUN | wild ADJ amod> buffalo NOUN
Water_Buffalo#species	en	River buffalo	2	buffalo NOUN	River PROPN compound> buffalo NOUN
Water_Buffalo#species	en	Swamp buffalo	2	buffalo NOUN	Swamp NOUN compound> buffalo NOUN
Water_Buffalo#species	en	Wild Asian water Buffalo	2	water NOUN	wild ADJ amod> water NOUN | asian ADJ amod> water NOUN | Buffalo PROPN appos> water NOUN
Water_Buffalo#species	en	Wild water buffalo	2	buffalo NOUN	wild ADJ amod> buffalo NOUN | water NOUN compound> buffalo NOUN
Water_Rail#species	en	Water rail	0	rail NOUN	Water PROPN compound> rail NOUN
Water_Rail#species	en	Rallus aquaticus	1	aquaticus NOUN	Rallus PROPN compound> aquaticus NOUN
Water_Rail#species	en	European water rail	2	rail NOUN	european ADJ amod> rail NOUN | water NOUN compound> rail NOUN
Western_Marsh_Harrier#species	en	Marsh harrier	0	harrier NOUN	Marsh PROPN compound> harrier NOUN
Western_Marsh_Harrier#species	en	Circus aeruginosus	1	aeruginosus NOUN	Circus PROPN compound> aeruginosus NOUN
Western_Marsh_Harrier#species	en	Eurasian marsh harrier	2	harrier NOUN	Eurasian ADJ amod> harrier NOUN | marsh NOUN compound> harrier NOUN
Western_Marsh_Harrier#species	en	Western marsh harrier	2	harrier NOUN	western ADJ amod> harrier NOUN | marsh NOUN compound> harrier NOUN
Wild_Turkey#species	en	Wild turkey	0	turkey NOUN	wild ADJ amod> turkey NOUN
Wild_Turkey#species	en	Meleagris gallopavo	1	gallopavo NOUN	Meleagris PROPN compound> gallopavo NOUN
Wild_Turkey#species	en	American wild turkey	2	turkey NOUN	american ADJ amod> turkey NOUN | wild NOUN compound> turkey NOUN
Winter_Wren#species	en	Wren	0	Wren PROPN	
Winter_Wren#species	en	Troglodytes troglodytes	1	troglodyte NOUN	Troglodytes PROPN compound> troglodyte NOUN
Winter_Wren#species	en	Northern wren	2	wren NOUN	Northern ADJ amod> wren NOUN
Winter_Wren#species	en	Winter wren	2	wren NOUN	Winter PROPN compound> wren NOUN
Wood_Stork#species	en	Wood stork	0	stork NOUN	Wood PROPN compound> stork NOUN
Wood_Stork#species	en	Mycteria americana	1	americana PROPN	Mycteria PROPN compound> americana PROPN
Proboscidea#order	en	Proboscidea	0	Proboscidea NOUN	
Chordate#phylum	en	Chordata	0	Chordata PROPN	
Chordate#phylum	en	Vertebrates	0	Vertebrates PROPN	
Chordate#phylum	en	Vertebrates and allies	2	Vertebrate NOUN	and CCONJ cc> allie NOUN | allie NOUN conj> Vertebrate NOUN
Abscission#adaptation	en	Shedding body parts	0	part NOUN	shed NOUN compound> body NOUN | body NOUN compound> part NOUN
Allomothering#adaptation	en	Paternal care	0	care NOUN	Paternal ADJ amod> care NOUN
Altricial#adaptation	en	Helpless young	0	helpless NOUN	young ADJ amod> helpless NOUN
Ambush_predator#adaptation	en	Ambush predator	0	predator NOUN	Ambush PROPN compound> predator NOUN
Animal_culture#adaptation	en	Culture	0	culture NOUN	
Animal_language#adaptation	en	Language	0	language NOUN	
Antipredator_adaptation#adaptation	en	Predation defence	0	defence NOUN	Predation NOUN compound> defence NOUN
Aposematism#adaptation	en	Warning colours	0	colours NOUN	warning NOUN compound> colours NOUN
Aquatic_locomotion#adaptation	en	Adapted to swimming	0	adapt PROPN	to PART mark> swimm VERB | swimm VERB acl> adapt PROPN
Arboreal_locomotion#adaptation	en	Tree dweller	0	dweller NOUN	tree NOUN compound> dweller NOUN
Asexual_reproduction#adaptation	en	Asexual reproduction	0	reproduction NOUN	Asexual ADJ amod> reproduction NOUN
Bioluminescence#adaptation	en	Bioluminescence	0	Bioluminescence NOUN	
Camouflage#adaptation	en	Camouflage	0	Camouflage NOUN	
Carnivore#adaptation	en	Carnivorous	0	Carnivorous PROPN	
Climbing#adaptation	en	Adapted to climbing	0	adapt PROPN	to PART mark> climb VERB | climb VERB acl> adapt PROPN
Colony_biology#adaptation	en	Colonial	0	Colonial PROPN	
Courtship_display#adaptation	en	Courtship display	0	display NOUN	Courtship NOUN compound> display NOUN
Desiccation_tolerance#adaptation	en	Dry tolerant	0	tolerant NOUN	dry NOUN compound> tolerant NOUN
Detritivore#adaptation	en	Detritus recycler	0	recycler NOUN	Detritus PROPN compound> recycler NOUN
Epiphyte#adaptation	en	Air plant	0	plant NOUN	Air NOUN compound> plant NOUN
Estivation#adaptation	en	Aestivation	0	Aestivation NOUN	
Eusociality#adaptation	en	Eusocial	0	Eusocial PROPN	
Fire_ecology#adaptation	en	Fire tolerant	0	tolerant NOUN	fire PROPN compound> tolerant NOUN
Flight#adaptation	en	Adapted to flying	0	adapt PROPN	to SCONJ mark> fly VERB | fly VERB acl> adapt PROPN
Flower#adaptation	en	Flowering	0	Flowering NOUN	
Fossorial#adaptation	en	Burrower	0	Burrower PROPN	
Gliding_flight#adaptation	en	Adapted to gliding	0	adapt PROPN	to PART mark> glid VERB | glid VERB acl> adapt PROPN
Halotolerance#adaptation	en	Chemical tolerant	0	tolerant NOUN	Chemical ADJ amod> tolerant NOUN
Haptic_perception#adaptation	en	Tactile sense	0	sense NOUN	Tactile NOUN compound> sense NOUN
Hematophagy#adaptation	en	Blood sucker	0	sucker NOUN	blood PROPN compound> sucker NOUN
Hermaphrodite#adaptation	en	Hermaphroditic	0	Hermaphroditic PROPN	
Hibernation#adaptation	en	Hibernation	0	hibernation NOUN	
High_altitude#adaptation	en	Altitude tolerant	0	tolerant NOUN	altitude NOUN compound> tolerant NOUN
Hoarding_animal_behaviour#adaptation	en	Food storage	0	storage NOUN	food NOUN compound> storage NOUN
Jumping#adaptation	en	Adapted to jumping	0	adapt PROPN	to SCONJ mark> jump VERB | jump VERB acl> adapt PROPN
Kleptoparasitism#adaptation	en	Kleptoparasitic	0	Kleptoparasitic PROPN	
Metamorphosis#adaptation	en	Metamorphosis	0	Metamorphosis PROPN	
Mimicry#adaptation	en	Mimicry	0	Mimicry PROPN	
Monogamous_pairing_in_animals#adaptation	en	Monogamous	0	Monogamous PROPN	
Moulting#adaptation	en	Moulting	0	Moulting NOUN	
Neoteny#adaptation	en	Neoteny	0	Neoteny NOUN	
Nocturnality#adaptation	en	Nocturnal	0	Nocturnal PROPN	
Oviparity#adaptation	en	Egg layer	0	layer NOUN	egg PROPN compound> layer NOUN
Ovoviviparity#adaptation	en	Ovoviviparous	0	Ovoviviparous PROPN	
Pack_hunter#adaptation	en	Pack-hunter	0	hunter NOUN	pack NOUN compound> hunter NOUN | - PUNCT punct> hunter NOUN
Parasitism#adaptation	en	Parasitic	0	Parasitic PROPN	
Parental_investment#adaptation	en	Parental investment	0	investment NOUN	parental ADJ amod> investment NOUN
Parthenogenesis#adaptation	en	Parthenogenetic	0	Parthenogenetic PROPN	
Poison#adaptation	en	Poisonous	0	Poisonous PROPN	
Pollinator#adaptation	en	Pollinator	0	Pollinator NOUN	
Polygynandry#adaptation	en	Polygynandrous	0	Polygynandrous PROPN	
Polymorphism_biology#adaptation	en	Polymorphism	0	Polymorphism NOUN	
Predation#adaptation	en	Predator	0	predator NOUN	
Predator_trap#adaptation	en	Trapping predator	0	predator NOUN	Trapping NOUN compound> predator NOUN
Psychrophile#adaptation	en	Cold tolerant	0	tolerant NOUN	cold ADJ amod> tolerant NOUN
Running#adaptation	en	Adapted to running	0	adapt PROPN	to PART mark> run VERB | run VERB acl> adapt PROPN
Scavenger#adaptation	en	Scavenger	0	Scavenger NOUN	
Semelparity_and_iteroparity#adaptation	en	Semelparous	0	Semelparous PROPN	
Sessility_zoology#adaptation	en	Sessile	0	Sessile NOUN	
Spawn_biology#adaptation	en	Spawning	0	spawning NOUN	
Swarm#adaptation	en	Swarming	0	Swarming NOUN	
Symbiosis#adaptation	en	Symbiotic	0	Symbiotic PROPN	
Territory_animal#adaptation	en	Territorial	0	territorial NOUN	
Torpor#adaptation	en	Torpor	0	Torpor NOUN	
Troglobite#adaptation	en	Cave dweller	0	cave VERB	dweller NOUN obj> cave VERB
Ultrasound#adaptation	en	Echolocation and ultrasound	0	Echolocation NOUN	and CCONJ cc> ultrasound NOUN | ultrasound NOUN conj> Echolocation NOUN
Venom#adaptation	en	Venomous	0	Venomous PROPN	
Actinopterygii#class	en	Actinopterygii	0	Actinopterygii PROPN	
Actinopterygii#class	en	Ray-finned fishes	0	fishes NOUN	Ray PROPN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Amphibian#class	en	Amphibia	0	Amphibia PROPN	
Amphibian#class	en	Amphibians	0	Amphibians PROPN	
Arachnid#class	en	Arachnida	0	Arachnida PROPN	
Arachnid#class	en	Arachnids	0	Arachnid PROPN	
Bird#class	en	Aves	0	Aves PROPN	
Bird#class	en	Birds	0	bird NOUN	
Bivalvia#class	en	Bivalvia	0	Bivalvia PROPN	
Cephalaspidomorphi#class	en	Cephalaspidomorphi	0	Cephalaspidomorphi PROPN	
Cephalaspidomorphi#class	en	Lampreys	0	Lamprey PROPN	
Cephalopod#class	en	Cephalopoda	0	Cephalopoda PROPN	
Cephalopod#class	en	Cephalopods	0	Cephalopod PROPN	
Chondrichthyes#class	en	Chondrichthyes	0	Chondrichthye NOUN	
Chondrichthyes#class	en	Cartilaginous fish	0	fish NOUN	Cartilaginous ADJ amod> fish NOUN
Clitellata#class	en	Clitellata	0	Clitellata PROPN	
Dicotyledon#class	en	Magnoliopsida	0	Magnoliopsida PROPN	
Dicotyledon#class	en	Dicotyledons	0	Dicotyledon NOUN	
Dicotyledon#class	en	Dicots	2	Dicot PROPN	
Gastropoda#class	en	Gastropoda	0	Gastropoda PROPN	
Gastropoda#class	en	Snails and slugs	0	snail NOUN	and CCONJ cc> slug NOUN | slug NOUN conj> snail NOUN
Gastropoda#class	en	Gastropod molluscs	2	mollusc NOUN	Gastropod PROPN compound> mollusc NOUN
Insect#class	en	Insecta	0	Insecta PROPN	
Insect#class	en	Insects	0	insects PROPN	
Jellyfish#class	en	Scyphozoa	0	Scyphozoa PROPN	
Jellyfish#class	en	Jellyfish	0	Jellyfish PROPN	
Jellyfish#class	en	Jellies	2	Jellies PROPN	
Jellyfish#class	en	Scyphozoans	2	Scyphozoans PROPN	
Jellyfish#class	en	True jellyfish	2	jellyfish NOUN	true ADJ amod> jellyfish NOUN
Malacostraca#class	en	Malacostraca	0	Malacostraca PROPN	
Malacostraca#class	en	Crabs, shrimp and krill	0	Crabs NOUN	, PUNCT punct> shrimp NOUN | shrimp NOUN conj> Crabs NOUN | and CCONJ cc> krill NOUN | krill NOUN conj> Crabs NOUN
Malacostraca#class	en	Malacostracans	2	Malacostracans PROPN	
Maxillopoda#class	en	Maxillopoda	0	Maxillopoda PROPN	
Maxillopoda#class	en	Barnacles and copepods	0	Barnacle NOUN	and CCONJ cc> copepod NOUN | copepod NOUN conj> Barnacle NOUN
Maxillopoda#class	en	Maxillopods	2	Maxillopod PROPN	
Merostomata#class	en	Merostomata	0	Merostomata PROPN	
Monocotyledon#class	en	Liliopsida	0	Liliopsida PROPN	
Monocotyledon#class	en	Monocotyledons	0	Monocotyledon PROPN	
Monocotyledon#class	en	Monocots	2	Monocot PROPN	
Pinopsida#class	en	Pinopsida	0	Pinopsida PROPN	
Polychaete#class	en	Polychaeta	0	Polychaeta PROPN	
Polychaete#class	en	Polychaete worms	0	worm NOUN	Polychaete NOUN compound> worm NOUN
Polychaete#class	en	Bristle worms	2	worm NOUN	Bristle ADJ amod> worm NOUN
Prymnesiophyceae#class	en	Prymnesiophyceae	0	Prymnesiophycea NOUN	
Reptile#class	en	Reptilia	0	Reptilia NOUN	
Reptile#class	en	Reptiles	0	reptile NOUN	
Sarcopterygii#class	en	Sarcopterygii	0	Sarcopterygii PROPN	
Sarcopterygii#class	en	Lobe-finned fishes	0	fishes NOUN	Lobe NOUN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Sarcopterygii#class	en	Crossopterygians	2	Crossopterygians PROPN	
Sea_star#class	en	Asteroidea	0	Asteroidea NOUN	
Sea_star#class	en	Starfish	0	Starfish PROPN	
Sea_urchin#class	en	Echinoidea	0	Echinoidea NOUN	
Sea_urchin#class	en	Sea urchins	0	urchin PROPN	Sea PROPN compound> urchin PROPN
Synapsid#class	en	Synapsida	0	Synapsida PROPN	
Synapsid#class	en	Synapsids	0	Synapsid PROPN	
Synapsid#class	en	Fused arch	2	arch NOUN	fused ADJ amod> arch NOUN
Synapsid#class	en	Mammal-like reptiles	2	reptile NOUN	Mammal ADJ amod> like ADJ | - PUNCT punct> like ADJ | like ADJ amod> reptile NOUN
Antarctic_ecozone#ecozone	en	Antarctica	0	Antarctica PROPN	
Abelisauridae#family	en	Abelisauridae	0	Abelisauridae NOUN	
Abelisauridae#family	en	Abelisaurs	0	Abelisaur PROPN	
Abelisauridae#family	en	Abels lizards	2	lizard NOUN	Abels NOUN compound> lizard NOUN
Acanthasteridae#family	en	Acanthasteridae	0	Acanthasterida NOUN	
Accipitridae#family	en	Accipitridae	0	Accipitrida NOUN	
Accipitridae#family	en	Hawk and eagle family	0	Hawk PROPN	and CCONJ cc> family NOUN | eagle ADJ amod> family NOUN | family NOUN conj> Hawk PROPN
Aceraceae#family	en	Aceraceae	0	Aceraceae NOUN	
Acrididae#family	en	Acrididae	0	Acrididae NOUN	
Acrocephalidae#family	en	Acrocephalidae	0	Acrocephalida NOUN	
Aegithalidae#family	en	Aegithalidae	0	Aegithalidae NOUN	
Aeshnidae#family	en	Aeshnidae	0	Aeshnidae NOUN	
Agamidae#family	en	Agamidae	0	Agamidae NOUN	
Agamidae#family	en	Agamid lizards	0	lizard NOUN	Agamid ADJ amod> lizard NOUN
Agamidae#family	en	Old World iguanids	2	iguanid NOUN	old PROPN compound> world PROPN | world PROPN compound> iguanid NOUN
Ailuridae#family	en	Ailuridae	0	Ailurida NOUN	
Albatross#family	en	Diomedeidae	0	Diomedeida NOUN	
Albatross#family	en	Albatrosses	0	Albatross PROPN	
Alliaceae#family	en	Alliaceae	0	Alliaceae PROPN	
Alliaceae#family	en	Onion family	0	family NOUN	Onion NOUN compound> family NOUN
Alligatoridae#family	en	Alligatoridae	0	Alligatoridae PROPN	
Alligatoridae#family	en	Alligators and caimans	0	Alligator NOUN	and CCONJ cc> caiman NOUN | caiman NOUN conj> Alligator NOUN
Allosauridae#family	en	Allosauridae	0	Allosauridae PROPN	
Amaryllidaceae#family	en	Amaryllidaceae	0	Amaryllidaceae NOUN	
Ambulocetidae#family	en	Ambulocetidae	0	Ambulocetidae NOUN	
Anatidae#family	en	Anatidae	0	Anatida NOUN	
Anatidae#family	en	Ducks, geese and swans	0	Duck NOUN	, PUNCT punct> geese NOUN | geese NOUN conj> Duck NOUN | and CCONJ cc> swan NOUN | swan NOUN conj> Duck NOUN
Anchovy#family	en	Engraulidae	0	Engraulidae PROPN	
Anguidae#family	en	Anguidae	0	Anguida NOUN	
Anostostomatidae#family	en	Anostostomatidae	0	Anostostomatida NOUN	
Ant#family	en	Formicidae	0	Formicida NOUN	
Ant#family	en	Ants	0	ant NOUN	
Antilocapridae#family	en	Antilocapridae	0	Antilocaprida NOUN	
Apidae#family	en	Apidae	0	Apidae NOUN	
Apidae#family	en	Bees 	0	be PROPN	
Apocynaceae#family	en	Apocynaceae	0	Apocynaceae PROPN	
Araceae#family	en	Araceae	0	Araceae PROPN	
Arowana#family	en	Osteoglossidae	0	Osteoglossidae NOUN	
Asiatic_salamander#family	en	Hynobiidae	0	Hynobiidae NOUN	
Asparagaceae#family	en	Asparagaceae	0	Asparagaceae NOUN	
Asparagaceae#family	en	Asparagus family	0	family NOUN	asparagus NOUN compound> family NOUN
Astacidae#family	en	Astacidae	0	Astacidae NOUN	
Asteraceae#family	en	Asteraceae	0	Asteraceae NOUN	
Asteriidae#family	en	Asteriidae	0	Asteriidae NOUN	
Atelidae#family	en	Atelidae	0	Atelidae NOUN	
Attelabidae#family	en	Attelabidae	0	Attelabida NOUN	
Auk#family	en	Alcidae	0	Alcidae PROPN	
Auk#family	en	Auks	0	Auk PROPN	
Azhdarchidae#family	en	Azhdarchidae	0	Azhdarchidae NOUN	
Balaenicipitidae#family	en	Balaenicipitidae	0	Balaenicipitida NOUN	
Balaenidae#family	en	Balaenidae	0	Balaenida NOUN	
Balaenidae#family	en	Right whales	0	whale NOUN	right ADJ amod> whale NOUN
Basilosauridae#family	en	Basilosauridae	0	Basilosaurida NOUN	
Beaked_whale#family	en	Ziphiidae	0	Ziphiidae PROPN	
Bear#family	en	Ursidae	0	Ursidae NOUN	
Bear#family	en	Bears	0	bear PROPN	
Birds_of_Paradise#family	en	Paradisaeidae	0	Paradisaeida NOUN	
Birds_of_Paradise#family	en	Birds of paradise	0	bird NOUN	of ADP case> paradise NOUN | paradise NOUN nmod> bird NOUN
Blesmol#family	en	Bathyergidae	0	Bathyergidae NOUN	
Blesmol#family	en	Mole rats	0	rats NOUN	mole ADJ amod> rats NOUN
Blesmol#family	en	African mole-rats	2	rats NOUN	african ADJ amod> rats NOUN | mole NOUN compound> rats NOUN | - PUNCT punct> rats NOUN
Blesmol#family	en	Blesmoles	2	Blesmole NOUN	
Blesmol#family	en	Blesmols	2	Blesmol PROPN	
Boidae#family	en	Boidae	0	Boida NOUN	
Boidae#family	en	Boas and pythons	0	Boa NOUN	and CCONJ cc> python NOUN | python NOUN conj> Boa NOUN
Bombycillidae#family	en	Bombycillidae	0	Bombycillida NOUN	
Bovid#family	en	Bovidae	0	Bovida NOUN	
Bovid#family	en	Cattle family	0	family NOUN	cattle NOUN compound> family NOUN
Bovid#family	en	Bovids	2	Bovid PROPN	
Bovid#family	en	Bovines	2	Bovine PROPN	
Bradypodidae#family	en	Bradypodidae	0	Bradypodidae PROPN	
Bustard#family	en	Otididae	0	Otididae NOUN	
Callitrichidae#family	en	Callitrichidae	0	Callitrichida NOUN	
Calopterygidae#family	en	Calopterygidae	0	Calopterygida NOUN	
Camelid#family	en	Camelidae	0	Camelida NOUN	
Camelid#family	en	Camel and llama family	0	Camel NOUN	and CCONJ cc> family NOUN | llama NOUN compound> family NOUN | family NOUN conj> Camel NOUN
Canidae#family	en	Canidae	0	Canidae NOUN	
Canidae#family	en	Dogs	0	dog NOUN	
Canidae#family	en	Canines	2	Canine PROPN	
Carcharodontosauridae#family	en	Carcharodontosauridae	0	Carcharodontosauridae NOUN	
Carcharodontosauridae#family	en	Carcharodontosaurids	0	Carcharodontosaurid NOUN	
Carcharodontosauridae#family	en	Shark-toothed lizards	2	lizard NOUN	shark PROPN obl:npmod> tooth VERB | - PUNCT punct> tooth VERB | tooth VERB amod> lizard NOUN
Castoridae#family	en	Castoridae	0	Castorida NOUN	
Caviidae#family	en	Caviidae	0	Caviida NOUN	
Caviidae#family	en	Cavies	0	cavy PROPN	
Ceratopogonidae#family	en	Ceratopogonidae	0	Ceratopogonida NOUN	
Ceratopsidae#family	en	Ceratopsidae	0	Ceratopsida NOUN	
Cetorhinidae#family	en	Cetorhinidae	0	Cetorhinida NOUN	
Chameleon#family	en	Chamaeleonidae	0	Chamaeleonidae NOUN	
Chameleon#family	en	Chameleons	0	Chameleon NOUN	
Characidae#family	en	Characidae	0	Characidae PROPN	
Characidae#family	en	Characids	0	Characid NOUN	
Characidae#family	en	Characins	2	Characins PROPN	
Charadriidae#family	en	Charadriidae	0	Charadriidae PROPN	
Charadriidae#family	en	Plovers and lapwings	0	Plover NOUN	and CCONJ cc> lapwing NOUN | lapwing NOUN conj> Plover NOUN
Cheirogaleidae#family	en	Cheirogaleidae	0	Cheirogaleidae NOUN	
Cheirogaleidae#family	en	Dwarf and mouse lemurs	0	dwarf NOUN	and CCONJ cc> lemur NOUN | mouse NOUN compound> lemur NOUN | lemur NOUN conj> dwarf NOUN
Cheirogaleidae#family	en	Dwarf lemurs	2	lemur NOUN	dwarf ADJ amod> lemur NOUN
Cheirogaleidae#family	en	Mouse lemurs	2	lemur NOUN	mouse NOUN compound> lemur NOUN
Cicada#family	en	Cicadidae	0	Cicadida NOUN	
Cinclidae#family	en	Cinclidae	0	Cinclidae NOUN	
Clusiaceae#family	en	Clusiaceae	0	Clusiacea NOUN	
Coccinellidae#family	en	Coccinellidae	0	Coccinellida NOUN	
Coccinellidae#family	en	Ladybirds	0	Ladybird NOUN	
Coccinellidae#family	en	Lady beetles	2	beetle NOUN	Lady ADJ amod> beetle NOUN
Coccinellidae#family	en	Ladybugs	2	Ladybug NOUN	
Cockatoo#family	en	Cacatuidae	0	Cacatuida NOUN	
Coelophysidae#family	en	Coelophysidae	0	Coelophysida NOUN	
Colubrid#family	en	Colubridae	0	Colubridae PROPN	
Colubrid#family	en	Colubrid snakes	0	snake NOUN	Colubrid PROPN compound> snake NOUN
Colubrid#family	en	Colubrids	2	Colubrid PROPN	
Colugo#family	en	Cynocephalidae	0	Cynocephalida NOUN	
Columbidae#family	en	Columbidae	0	Columbidae PROPN	
Columbidae#family	en	Pigeons and doves	0	Pigeon NOUN	and CCONJ cc> dove NOUN | dove NOUN conj> Pigeon NOUN
Conidae#family	en	Conidae	0	Conidae NOUN	
Cordylidae#family	en	Cordylidae	0	Cordylidae NOUN	
Corvidae#family	en	Corvidae	0	Corvidae NOUN	
Corvidae#family	en	Crows and ravens	0	Crow NOUN	and CCONJ cc> raven NOUN | raven NOUN conj> Crow NOUN
Corvidae#family	en	Corvids	2	Corvid PROPN	
Corvidae#family	en	Crow family	2	family NOUN	Crow ADJ amod> family NOUN
Crane_bird#family	en	Gruidae	0	Gruidae PROPN	
Crane_bird#family	en	Cranes	0	Crane PROPN	
Cricetidae#family	en	Cricetidae	0	Cricetida NOUN	
Cricetidae#family	en	New World rats and mice	0	rat NOUN	New PROPN compound> world PROPN | world PROPN compound> rat NOUN | and CCONJ cc> mouse NOUN | mouse NOUN conj> rat NOUN
Crocodile#family	en	Crocodylidae	0	Crocodylida NOUN	
Crocodile#family	en	Crocodile family	0	family NOUN	Crocodile NOUN compound> family NOUN
Cupressaceae#family	en	Cupressaceae	0	Cupressacea NOUN	
Cyperaceae#family	en	Cyperaceae	0	Cyperacea NOUN	
Dasypodidae#family	en	Dasypodidae	0	Dasypodidae NOUN	
Dasyuridae#family	en	Dasyuridae	0	Dasyuridae NOUN	
Dasyuridae#family	en	Dasyurid marsupials	0	marsupial NOUN	Dasyurid ADJ amod> marsupial NOUN
Deer#family	en	Cervidae	0	Cervida NOUN	
Deer#family	en	Deer	0	deer NOUN	
Diplodocid#family	en	Diplodocidae	0	Diplodocida NOUN	
Diplodocid#family	en	Diplodocid dinosaurs	0	dinosaur NOUN	Diplodocid ADJ amod> dinosaur NOUN
Dormouse#family	en	Myoxidae	0	Myoxidae NOUN	
Dormouse#family	en	Dormice	0	Dormice NOUN	
